"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 08 01:01:08 GMT 2023","Wed Nov 08 01:01:08 GMT 2023","101","tests","test_resource","TestResource","","","Delete resource",""
"passed","Wed Nov 08 01:01:07 GMT 2023","Wed Nov 08 01:01:08 GMT 2023","178","tests","test_resource","TestResource","","","Get resource",""
"passed","Wed Nov 08 01:01:07 GMT 2023","Wed Nov 08 01:01:07 GMT 2023","234","tests","test_resource","TestResource","","","Create resource",""
