"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","49","Get invalid resource","tests","2026-06-25","passed","2026-06-25","TestResource","test_resource","",""
"","217","Create invalid resource","tests","2026-06-25","passed","2026-06-25","TestResource","test_resource","",""
"","220","Delete invalid resource","tests","2026-06-25","passed","2026-06-25","TestResource","test_resource","",""
