"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","186","Create resource","tests","2026-06-24","passed","2026-06-24","TestResource","test_resource","",""
"","86","Delete resource","tests","2026-06-24","passed","2026-06-24","TestResource","test_resource","",""
"","26","Get resource","tests","2026-06-24","passed","2026-06-24","TestResource","test_resource","",""
