"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","73","Get resource","tests","Thu May 28 09:57:08 UTC 2026","passed","Thu May 28 09:57:09 UTC 2026","TestResource","test_resource","",""
"","138","Get invalid resource","tests","Thu May 28 09:57:08 UTC 2026","passed","Thu May 28 09:57:08 UTC 2026","TestResource","test_resource","",""
"","102","Delete resource","tests","Thu May 28 09:57:08 UTC 2026","passed","Thu May 28 09:57:09 UTC 2026","TestResource","test_resource","",""
"","266","Create resource","tests","Thu May 28 09:57:08 UTC 2026","passed","Thu May 28 09:57:09 UTC 2026","TestResource","test_resource","",""
"","177","Delete invalid resource","tests","Thu May 28 09:57:08 UTC 2026","passed","Thu May 28 09:57:09 UTC 2026","TestResource","test_resource","",""
"","104","Create invalid resource","tests","Thu May 28 09:57:09 UTC 2026","passed","Thu May 28 09:57:09 UTC 2026","TestResource","test_resource","",""
