"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","73","Get resource","tests","Sun Dec 28 06:28:10 UTC 2025","passed","Sun Dec 28 06:28:10 UTC 2025","TestResource","test_resource","",""
"","38","Delete resource","tests","Sun Dec 28 06:28:10 UTC 2025","passed","Sun Dec 28 06:28:10 UTC 2025","TestResource","test_resource","",""
"","28","Create invalid resource","tests","Sun Dec 28 06:28:10 UTC 2025","passed","Sun Dec 28 06:28:10 UTC 2025","TestResource","test_resource","",""
"","90","Create resource","tests","Sun Dec 28 06:28:10 UTC 2025","passed","Sun Dec 28 06:28:10 UTC 2025","TestResource","test_resource","",""
"","37","Get invalid resource","tests","Sun Dec 28 06:28:10 UTC 2025","passed","Sun Dec 28 06:28:10 UTC 2025","TestResource","test_resource","",""
"","36","Delete invalid resource","tests","Sun Dec 28 06:28:10 UTC 2025","passed","Sun Dec 28 06:28:10 UTC 2025","TestResource","test_resource","",""
