"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","341","Create resource","tests","2026-07-11","passed","2026-07-11","TestResource","test_resource","",""
"","171","Delete resource","tests","2026-07-11","passed","2026-07-11","TestResource","test_resource","",""
"","183","Get resource","tests","2026-07-11","passed","2026-07-11","TestResource","test_resource","",""
